0.796	0.796	0.792	0.794	0.798	0.7520493604859692	0.7539858630408279	0.7480330032799568	0.752439552208803	0.757773149559512	0.8018487093705676	0.8058631506959775	0.8122174270918906	0.8116717107303231	0.7987289991754277	0.7465760320578418	0.7509304326864141	0.7450398213282848	0.7431813314241307	0.7521658426878082	0.9465408932373932	0.9383405318744066	0.9443146227211084	0.9368850637277206	0.9450558721448529
0.802	0.8	0.79	0.794	0.792	0.7600587375347551	0.7590365399731488	0.7482673092039179	0.7567025480209302	0.751015320130565	0.8034303418552567	0.7988886025825358	0.7994307748366118	0.7884022517907759	0.7948520414624274	0.7562501909186182	0.7514239874580522	0.7420896364091122	0.7563823597394334	0.7491815729260337	0.94299013158642	0.9429245708427986	0.9395900657302813	0.9377354988325871	0.937707935674246
0.804	0.79	0.788	0.788	0.794	0.7608240436572041	0.7448570681471901	0.7451741375036681	0.7477456081785872	0.7529400487450785	0.8124408714807552	0.799869530596478	0.7961041416418221	0.7823356020906438	0.7884487787948621	0.7556860463590861	0.7397984477377316	0.7400852866673652	0.7402904277904278	0.7465385537456292	0.9395950047353906	0.9388337928563876	0.9415155501215842	0.9382119359049218	0.9345299102145844
0.794	0.79	0.79	0.802	0.796	0.7509472929196809	0.7507095435316852	0.7472102021505703	0.7603939865769007	0.7521775656141744	0.794664972708451	0.7809170907312524	0.7861620081481707	0.803594280048466	0.8053718253274867	0.7477821561062598	0.7475890176809049	0.735561821595974	0.7566954438349661	0.7480151551168146	0.9413386996790695	0.9366770524267415	0.935989571914647	0.9416424508948489	0.941720464044919
0.786	0.794	0.802	0.8	0.796	0.7378119124703257	0.7513481569276229	0.7625756066305716	0.7587273199102341	0.7530108989475077	0.7990925084270812	0.7886349465828465	0.8044728729910564	0.8011118902062434	0.7957605051590013	0.7187277933952337	0.7480013866783167	0.7572111773416256	0.7549136717427252	0.7477206674107094	0.9353056836126918	0.9359040897718915	0.9391231052681404	0.9434543529346867	0.9390464367575735
0.802	0.798	0.802	0.786	0.792	0.7608955143321231	0.7582712338506998	0.7603569442109759	0.7450533004862795	0.7516647451013538	0.8110765029155244	0.7990206185567011	0.8034404755267195	0.7786956274992578	0.7927434719190907	0.753933742797637	0.7529688106351884	0.75431449028344	0.7382980653583263	0.7440091394028724	0.9392635537856027	0.9406207895876398	0.9435510671129893	0.9390467624527256	0.9441910387443831
0.8	0.788	0.796	0.796	0.786	0.7609966592621507	0.7491030547823393	0.7557697214490059	0.7539122594917255	0.7454058998069888	0.7942201628232191	0.7826503621507742	0.8000557537912578	0.8056117145785014	0.7783809007406335	0.7547705500046632	0.7426759491997039	0.7519723739743726	0.7510927942512634	0.7433325900914499	0.9415031905063428	0.945253233538225	0.937932990137976	0.938687923523295	0.9343904776468096
0.802	0.804	0.794	0.792	0.784	0.7612678057401937	0.7613988338599436	0.7492125990421298	0.7493037618044099	0.7393058946785936	0.7969799919042789	0.802542241356705	0.7877611040179645	0.7907896325910827	0.7749556391199173	0.7564539822850481	0.7553171441638381	0.745205983186961	0.7413081255133568	0.7323522123675795	0.9371592400232428	0.9380402169737784	0.9418031308105271	0.936529653497216	0.9406711536812211
0.788	0.792	0.802	0.8	0.792	0.7424779051645788	0.7518757136620762	0.7601464568330009	0.7608353364148024	0.7499655811880338	0.7783623264659619	0.7810812225806703	0.8038857586758343	0.8010940345741764	0.7930754195380835	0.7360842876242045	0.7465361748156824	0.7563268390006246	0.7548363803122573	0.744882965744058	0.9392936159135897	0.9414483913010098	0.9400664292639974	0.9430605505799212	0.938676255282581
0.784	0.796	0.798	0.776	0.8	0.7433084155063673	0.7544965506794649	0.7538403076340593	0.7373581698024271	0.7582166322715972	0.7848252298489055	0.8042087542087542	0.7961487573563849	0.7678589228799589	0.7965499646604887	0.7366122683103092	0.7504785524265921	0.7467014562165103	0.7318178336681266	0.7544423071609151	0.9363587581516989	0.9408150426817378	0.9403106855538642	0.9380110618481757	0.9421507650929716
